sample_id,class,board_id,selected_alpha,pixel_diff_ap,pixel_diff_auc,pixel_diff_positive_patches,pixel_diff_negative_patches,pixel_diff_pos_mean,pixel_diff_neg_mean,pixel_diff_lift,pixel_diff_top1_hit,pixel_diff_top5_hit,pixel_diff_top10_hit,dinov2_diff_ap,dinov2_diff_auc,dinov2_diff_positive_patches,dinov2_diff_negative_patches,dinov2_diff_pos_mean,dinov2_diff_neg_mean,dinov2_diff_lift,dinov2_diff_top1_hit,dinov2_diff_top5_hit,dinov2_diff_top10_hit,hybrid_pixel_dino_ap,hybrid_pixel_dino_auc,hybrid_pixel_dino_positive_patches,hybrid_pixel_dino_negative_patches,hybrid_pixel_dino_pos_mean,hybrid_pixel_dino_neg_mean,hybrid_pixel_dino_lift,hybrid_pixel_dino_top1_hit,hybrid_pixel_dino_top5_hit,hybrid_pixel_dino_top10_hit
06_missing_hole_01,Missing_hole,06,0.75,0.6593031763384457,0.889161956254608,13,939,2.5016024112701416,0.3640397787094116,6.871783256530762,True,True,True,0.32816099925657005,0.9556811665437863,13,939,0.049579016864299774,0.0037384922616183758,13.261734962463379,True,True,True,0.695095481156537,0.9711640861800607,13,939,0.3512522280216217,0.020621074363589287,17.033645629882812,True,True,True
06_missing_hole_02,Missing_hole,06,0.75,0.489469241001395,0.7772435897435898,16,936,1.9703776836395264,0.3640407919883728,5.4125189781188965,True,True,True,0.11163611193287913,0.8591746794871795,16,936,0.01899252086877823,0.003353782230988145,5.663001537322998,False,True,True,0.4455720432806037,0.8831463675213675,16,936,0.2617596685886383,0.02286597527563572,11.44755744934082,True,True,True
06_missing_hole_03,Missing_hole,06,0.75,0.480234558703767,0.6839558875844894,15,937,2.0960936546325684,0.3644138276576996,5.751959800720215,True,True,True,0.12227318030539462,0.8913553895410886,15,937,0.015834111720323563,0.0033950735814869404,4.6638383865356445,False,False,False,0.523579911946551,0.9050160085378869,15,937,0.2915993630886078,0.024336647242307663,11.98189926147461,True,True,True
06_missing_hole_04,Missing_hole,06,0.75,0.558338419659533,0.7464610042735043,16,936,1.8628742694854736,0.36432740092277527,5.113187313079834,True,True,True,0.1143876739617109,0.8800080128205128,16,936,0.019476845860481262,0.0034798868000507355,5.596963405609131,False,False,True,0.5445704112715014,0.8673210470085471,16,936,0.28719741106033325,0.026100898161530495,11.003349304199219,True,True,True
06_missing_hole_05,Missing_hole,06,0.75,0.6136292677229471,0.9035181236673775,14,938,2.30096697807312,0.36386704444885254,6.323647499084473,True,True,True,0.12617773427709988,0.8588943039902528,14,938,0.02338053658604622,0.0035115808714181185,6.658106327056885,False,False,True,0.5106061743497482,0.8853944562899787,14,938,0.26299813389778137,0.020086336880922318,13.093378067016602,True,True,True
06_missing_hole_06,Missing_hole,06,0.75,0.48142612295849574,0.7161779081133919,22,930,1.8386008739471436,0.36446434259414673,5.044665813446045,True,True,True,0.24877082381697702,0.9316715542521994,22,930,0.028891200199723244,0.003500398714095354,8.253667831420898,False,True,True,0.5476898063836951,0.9425708699902248,22,930,0.2526073753833771,0.022210970520973206,11.373085975646973,True,True,True
06_missing_hole_07,Missing_hole,06,0.75,0.6716200758517307,0.9107904355772161,14,938,2.414992570877075,0.3640405535697937,6.633855819702148,True,True,True,0.11218036947117238,0.8680322875418824,14,938,0.020037081092596054,0.003444177098572254,5.817654609680176,False,False,True,0.5498907773912691,0.8999390801096557,14,938,0.2779076397418976,0.020556842908263206,13.518978118896484,True,True,True
06_missing_hole_08,Missing_hole,06,0.75,0.4040370354502583,0.635470606152909,14,938,2.315941333770752,0.3644181489944458,6.355175495147705,True,True,True,0.16502344522361795,0.8273682607371305,14,938,0.02855663374066353,0.003428841009736061,8.328341484069824,True,True,True,0.42077291093142516,0.7451264087724642,14,938,0.29788246750831604,0.020134035497903824,14.794963836669922,True,True,True
06_missing_hole_09,Missing_hole,06,0.75,0.47258164007830405,0.8459578483799938,17,935,1.9889706373214722,0.3639511168003082,5.464939117431641,True,True,True,0.2809342310182974,0.8773828247876692,17,935,0.03859492763876915,0.0036243286449462175,10.648822784423828,True,True,True,0.4549200353090075,0.8848065429380308,17,935,0.26065686345100403,0.01964993216097355,13.265019416809082,True,True,True
06_missing_hole_10,Missing_hole,06,0.75,0.45503530466564596,0.7098691239316239,16,936,2.163818359375,0.36427587270736694,5.940053939819336,True,True,True,0.20875492501716347,0.8709268162393162,16,936,0.031675878912210464,0.003627136815339327,8.733004570007324,False,True,True,0.4903966563204585,0.828392094017094,16,936,0.2580525577068329,0.019860651344060898,12.99315071105957,True,True,True
07_missing_hole_01,Missing_hole,07,0.75,0.6266876612188369,0.8144892939814814,24,1152,2.9231770038604736,0.3942837119102478,7.4138922691345215,True,True,True,0.5874072181727815,0.9792028356481481,24,1152,0.0840638279914856,0.006399756297469139,13.135454177856445,True,True,True,0.7148541617931258,0.9816984953703703,24,1152,0.2698037028312683,0.016441477462649345,16.40993309020996,True,True,True
